make: Nothing to be done for `all'.
ASH: 32 threads, 256 models
Epochs: 1 || Local Duration: 1361815 microseconds 
Epochs: 2 || Local Duration: 1993986 microseconds 

Epochs: 2 || Local Duration: 2041048 microseconds 

Epochs: 2 || Local Duration: 2021113 microseconds 

Epochs: 2 || Local Duration: 4277018 microseconds 

Epochs: 2 || Local Duration: 2057372 microseconds 

Epochs: 2 || Local Duration: 4319543 microseconds 

Epochs: 2 || Local Duration: 2028822 microseconds 

Epochs: 2 || Local Duration: 4331620 microseconds 

Epochs: 2 || Local Duration: 4280190 microseconds 

Epochs: 2 || Local Duration: 2048201 microseconds 

Epochs: 2 || Local Duration: 4295552 microseconds 

Epochs: 2 || Local Duration: 4293868 microseconds 

Epochs: 2 || Local Duration: 2066785 microseconds 

Epochs: 2 || Local Duration: 2063232 microseconds 

Epochs: 2 || Local Duration: 2069658 microseconds 

Epochs: 2 || Local Duration: 4381217 microseconds 

Epochs: 2 || Local Duration: 4367805 microseconds 

Epochs: 2 || Local Duration: 2088110 microseconds 

Epochs: 2 || Local Duration: 2071642 microseconds 

Epochs: 2 || Local Duration: 2088250 microseconds 

Epochs: 2 || Local Duration: 4379579 microseconds 

Epochs: 2 || Local Duration: 2088093 microseconds 

Epochs: 2 || Local Duration: 4372443 microseconds 

Epochs: 2 || Local Duration: 4379613 microseconds 

Epochs: 2 || Local Duration: 4383431 microseconds 

Epochs: 2 || Local Duration: 2104487 microseconds 

Epochs: 2 || Local Duration: 1980516 microseconds 

Epochs: 1 || Local Duration: 2268370 microseconds 

Epochs: 4 || Local Duration: 3975965 microseconds 

Epochs: 4 || Local Duration: 3952024 microseconds 

Epochs: 4 || Local Duration: 3971338 microseconds 

Epochs: 4 || Local Duration: 3990196 microseconds 

Epochs: 4 || Local Duration: 3972663 microseconds 

Epochs: 4 || Local Duration: 4017833 microseconds 

Epochs: 4 || Local Duration: 4009158 microseconds 

Epochs: 4 || Local Duration: 4016680 microseconds 

Epochs: 4 || Local Duration: 4020959 microseconds 

Epochs: 4 || Local Duration: 4037241 microseconds 

Epochs: 4 || Local Duration: 4042147 microseconds 

Epochs: 4 || Local Duration: 4038420 microseconds 

Epochs: 4 || Local Duration: 4057765 microseconds 

Epochs: 4 || Local Duration: 4039149 microseconds 

Epochs: 4 || Local Duration: 3906337 microseconds 

Epochs: 4 || Local Duration: 4102428 microseconds 

Epochs: 1 || Local Duration: 1080645 microseconds 

Epochs: 1 || Local Duration: 1068888 microseconds 

Epochs: 1 || Local Duration: 1084911 microseconds 

Epochs: 1 || Local Duration: 1107282 microseconds 

Epochs: 1 || Local Duration: 1078418 microseconds 

Epochs: 1 || Local Duration: 1088412 microseconds 

Epochs: 1 || Local Duration: 1087096 microseconds 

Epochs: 1 || Local Duration: 1095617 microseconds 

Epochs: 1 || Local Duration: 1092047 microseconds 

Epochs: 1 || Local Duration: 1101964 microseconds 

Epochs: 1 || Local Duration: 1098070 microseconds 

Epochs: 1 || Local Duration: 1095721 microseconds 

Epochs: 1 || Local Duration: 1101795 microseconds 

Epochs: 1 || Local Duration: 1099836 microseconds 

Epochs: 1 || Local Duration: 1065969 microseconds 

Epochs: 1 || Local Duration: 1113446 microseconds 

Epochs: 2 || Local Duration: 4315318 microseconds 

Epochs: 2 || Local Duration: 2000278 microseconds 

Epochs: 2 || Local Duration: 2000030 microseconds 

Epochs: 2 || Local Duration: 2005693 microseconds 

Epochs: 2 || Local Duration: 2018764 microseconds 

Epochs: 2 || Local Duration: 2020235 microseconds 

Epochs: 2 || Local Duration: 2027992 microseconds 

Epochs: 2 || Local Duration: 2023102 microseconds 

Epochs: 2 || Local Duration: 2028533 microseconds 

Epochs: 2 || Local Duration: 2038170 microseconds 

Epochs: 2 || Local Duration: 2044993 microseconds 

Epochs: 2 || Local Duration: 2044806 microseconds 

Epochs: 2 || Local Duration: 2045269 microseconds 

Epochs: 2 || Local Duration: 1965351 microseconds 

Epochs: 2 || Local Duration: 2053774 microseconds 

Epochs: 2 || Local Duration: 2055725 microseconds 

Epochs: 2 || Local Duration: 2067754 microseconds 

Epochs: 4 || Local Duration: 8408877 microseconds 

Epochs: 4 || Local Duration: 8460176 microseconds 

Epochs: 4 || Local Duration: 8500521 microseconds 

Epochs: 4 || Local Duration: 8471113 microseconds 

Epochs: 4 || Local Duration: 8538931 microseconds 

Epochs: 4 || Local Duration: 8512917 microseconds 

Epochs: 4 || Local Duration: 8487899 microseconds 

Epochs: 4 || Local Duration: 8531116 microseconds 

Epochs: 4 || Local Duration: 8681970 microseconds 

Epochs: 4 || Local Duration: 8670344 microseconds 

Epochs: 4 || Local Duration: 8676824 microseconds 

Epochs: 4 || Local Duration: 8657014 microseconds 

Epochs: 4 || Local Duration: 8669327 microseconds 

Epochs: 4 || Local Duration: 8663172 microseconds 

Epochs: 2 || Local Duration: 16112892 microseconds 

Epochs: 1 || Local Duration: 2082387 microseconds 

Epochs: 1 || Local Duration: 2121680 microseconds 

Epochs: 1 || Local Duration: 2127680 microseconds 

Epochs: 1 || Local Duration: 2125187 microseconds 

Epochs: 1 || Local Duration: 2133757 microseconds 

Epochs: 1 || Local Duration: 2139110 microseconds 

Epochs: 1 || Local Duration: 2132419 microseconds 

Epochs: 1 || Local Duration: 2134139 microseconds 

Epochs: 4 || Local Duration: 3909265 microseconds 

Epochs: 4 || Local Duration: 3917966 microseconds 

Epochs: 4 || Local Duration: 3922422 microseconds 

Epochs: 4 || Local Duration: 3964972 microseconds 

Epochs: 4 || Local Duration: 3925125 microseconds 

Epochs: 4 || Local Duration: 3959388 microseconds 

Epochs: 1 || Local Duration: 2173689 microseconds 

Epochs: 1 || Local Duration: 2176328 microseconds 

Epochs: 4 || Local Duration: 3959027 microseconds 

Epochs: 1 || Local Duration: 2175779 microseconds 

Epochs: 1 || Local Duration: 2172748 microseconds 

Epochs: 1 || Local Duration: 2175270 microseconds 

Epochs: 4 || Local Duration: 3991451 microseconds 

Epochs: 1 || Local Duration: 2179827 microseconds 

Epochs: 4 || Local Duration: 3986958 microseconds 

Epochs: 4 || Local Duration: 3826334 microseconds 

Epochs: 4 || Local Duration: 4007842 microseconds 

Epochs: 4 || Local Duration: 3977096 microseconds 

Epochs: 4 || Local Duration: 3987386 microseconds 

Epochs: 4 || Local Duration: 4018469 microseconds 

Epochs: 4 || Local Duration: 4014010 microseconds 

Epochs: 4 || Local Duration: 4061805 microseconds 

Epochs: 1 || Local Duration: 1069793 microseconds 

Epochs: 1 || Local Duration: 1068576 microseconds 

Epochs: 2 || Local Duration: 2009735 microseconds 

Epochs: 2 || Local Duration: 2051249 microseconds 

Epochs: 4 || Local Duration: 8100914 microseconds 

Epochs: 2 || Local Duration: 4286283 microseconds 

Epochs: 2 || Local Duration: 4317162 microseconds 

Epochs: 2 || Local Duration: 4355677 microseconds 

Epochs: 2 || Local Duration: 4297612 microseconds 

Epochs: 2 || Local Duration: 4334909 microseconds 

Epochs: 2 || Local Duration: 4345638 microseconds 

Epochs: 2 || Local Duration: 4359232 microseconds 

Epochs: 2 || Local Duration: 4360660 microseconds 

Epochs: 2 || Local Duration: 4447501 microseconds 

Epochs: 2 || Local Duration: 4441307 microseconds 

Epochs: 2 || Local Duration: 4454639 microseconds 

Epochs: 2 || Local Duration: 4434644 microseconds 

Epochs: 2 || Local Duration: 4433628 microseconds 

Epochs: 2 || Local Duration: 4437496 microseconds 

Epochs: 4 || Local Duration: 3908270 microseconds 

Epochs: 4 || Local Duration: 3953460 microseconds 

Epochs: 8 || Local Duration: 7831926 microseconds 

Epochs: 8 || Local Duration: 7812354 microseconds 

Epochs: 8 || Local Duration: 7869488 microseconds 

Epochs: 8 || Local Duration: 7645213 microseconds 

Epochs: 8 || Local Duration: 7866117 microseconds 

Epochs: 8 || Local Duration: 7981882 microseconds 

Epochs: 8 || Local Duration: 7878688 microseconds 

Epochs: 8 || Local Duration: 7870703 microseconds 

Epochs: 8 || Local Duration: 7832673 microseconds 

Epochs: 8 || Local Duration: 7887119 microseconds 

Epochs: 8 || Local Duration: 7887603 microseconds 

Epochs: 8 || Local Duration: 7845487 microseconds 

Epochs: 8 || Local Duration: 7901693 microseconds 

Epochs: 8 || Local Duration: 7835887 microseconds 

Epochs: 4 || Local Duration: 7932840 microseconds 

Epochs: 4 || Local Duration: 7992774 microseconds 

Epochs: 4 || Local Duration: 7990209 microseconds 

Epochs: 4 || Local Duration: 8034198 microseconds 

Epochs: 4 || Local Duration: 8051049 microseconds 

Epochs: 4 || Local Duration: 8008276 microseconds 

Epochs: 4 || Local Duration: 8076949 microseconds 

Epochs: 4 || Local Duration: 8065209 microseconds 

Epochs: 8 || Local Duration: 5396855 microseconds 

Epochs: 8 || Local Duration: 5397044 microseconds 

Epochs: 4 || Local Duration: 7938672 microseconds 

Epochs: 4 || Local Duration: 7933574 microseconds 

Epochs: 4 || Local Duration: 7905802 microseconds 

Epochs: 4 || Local Duration: 7891657 microseconds 

Epochs: 4 || Local Duration: 7880708 microseconds 

Epochs: 4 || Local Duration: 7845146 microseconds 

Epochs: 8 || Local Duration: 12065224 microseconds 

Epochs: 4 || Local Duration: 19123877 microseconds 

Epochs: 8 || Local Duration: 7388674 microseconds 

Epochs: 8 || Local Duration: 7830732 microseconds 

Epochs: 8 || Local Duration: 7380007 microseconds 

Epochs: 8 || Local Duration: 7690060 microseconds 

Epochs: 8 || Local Duration: 7370987 microseconds 

Epochs: 8 || Local Duration: 7345427 microseconds 

Epochs: 8 || Local Duration: 7537465 microseconds 

Epochs: 8 || Local Duration: 7584424 microseconds 

Epochs: 8 || Local Duration: 7358948 microseconds 

Epochs: 8 || Local Duration: 7396891 microseconds 

Epochs: 8 || Local Duration: 7399730 microseconds 

Epochs: 8 || Local Duration: 7424600 microseconds 

Epochs: 8 || Local Duration: 7453184 microseconds 

Epochs: 8 || Local Duration: 7468479 microseconds 

Epochs: 16 || Local Duration: 14309419 microseconds 

Epochs: 16 || Local Duration: 13894067 microseconds 

Epochs: 16 || Local Duration: 13903416 microseconds 

Epochs: 16 || Local Duration: 13984214 microseconds 

Epochs: 16 || Local Duration: 14024768 microseconds 

Epochs: 16 || Local Duration: 13997599 microseconds 

Epochs: 16 || Local Duration: 14062795 microseconds 

Epochs: 16 || Local Duration: 13989191 microseconds 

Epochs: 16 || Local Duration: 14327244 microseconds 

Epochs: 16 || Local Duration: 14067837 microseconds 

Epochs: 16 || Local Duration: 14154366 microseconds 

Epochs: 16 || Local Duration: 14330173 microseconds 

Epochs: 16 || Local Duration: 14534764 microseconds 

Epochs: 16 || Local Duration: 14532531 microseconds 

Epochs: 16 || Local Duration: 14565128 microseconds 

Epochs: 8 || Local Duration: 20938282 microseconds 

Epochs: 16 || Local Duration: 6180452 microseconds 

Epochs: 32 || Local Duration: 14626522 microseconds 

Epochs: 32 || Local Duration: 14541511 microseconds 

Epochs: 32 || Local Duration: 14503724 microseconds 

Epochs: 32 || Local Duration: 14340438 microseconds 

Epochs: 32 || Local Duration: 14318039 microseconds 

Epochs: 32 || Local Duration: 15534274 microseconds 

Epochs: 32 || Local Duration: 15248489 microseconds 

Epochs: 32 || Local Duration: 12180450 microseconds 

Epochs: 64 || Local Duration: 24342759 microseconds 

Epochs: 64 || Local Duration: 24253409 microseconds 

Epochs: 64 || Local Duration: 24341107 microseconds 

Epochs: 64 || Local Duration: 24367878 microseconds 

Epochs: 128 || Local Duration: 48736106 microseconds 

Epochs: 128 || Local Duration: 48658264 microseconds 


Overall Duration: 159953534 microseconds

real	2m40.214s
user	0m0.013s
sys	0m0.024s
rm -f  m5_ASH.o  m5_SH.o  m5_neural_network.o m5_ASH m5_SH
